Expense_ID,Department,Category,Vendor,Amount_INR,Budget_Allocated_INR,Variance_INR,Expense_Date,Approval_Status,Payment_Mode,Fiscal_Year,Remarks
EXP-00013,Support,Utilities,AWS,274282,229786.46,44495.54,2024-02-28,Rejected,Petty Cash,FY2023-2024,One-time
EXP-00412,Marketing,Hardware,Adobe,2978304,3616084.01,-637780.01,2024-07-11,Rejected,Credit Card,FY2024-2025,
EXP-00063,Finance,Training,Adobe,455959,368542.6,87416.4,2023-08-29,Approved,Credit Card,FY2023-2024,Duplicate entry
EXP-00948,Marketing,Salaries,Internal,385655,420574.97,-34919.97,2024-05-13,Approved,Bank Transfer,FY2024-2025,
EXP-00818,,Salaries,Microsoft Azure,154946,196174.27,-41228.27,2023-05-12,Approved,Vendor Credit,FY2023-2024,
EXP-00269,Engineering,Hardware,SAP,177724,225967.83,-48243.83,2024-06-27,Approved,Credit Card,FY2024-2025,
EXP-00991,Engineering,Maintenance,Freshdesk,163856,149335.29,14520.71,2023-07-02,Approved,Bank Transfer,FY2023-2024,
EXP-00604,Sales,Hardware,Internal,196085,235636.22,,2023-02-24,Pending,Bank Transfer,FY2022-2023,Urgent
EXP-00584,Support,Salaries,Zoom,188428,202347.11,-13919.11,2025-02-10,Approved,Petty Cash,FY2024-2025,One-time
EXP-00911,Support,Training,Slack,23493,22343.54,1149.46,2025-02-18,Approved,Credit Card,FY2024-2025,Duplicate entry
EXP-00825,Support,Hardware,Internal,482592,497325.81,-14733.81,2023-05-19,Pending,Petty Cash,FY2023-2024,One-time
EXP-00976,Support,Consulting Fees,Wipro,273900,255513.07,18386.93,2023-06-10,Approved,Bank Transfer,FY2023-2024,
EXP-00800,HR,Office Supplies,Infosys,59074,60585.23,-1511.23,2023-02-15,Approved,Credit Card,FY2022-2023,One-time
EXP-00521,HR,Utilities,Microsoft Azure,69757,86250.27,-16493.27,2024-07-04,Pending,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00673,Engineering,Marketing Spend,Slack,251254,218808.44,32445.56,2024-10-11,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00335,Support,Travel,Jira,440497,413309.43,27187.57,2023-06-04,Approved,Petty Cash,FY2023-2024,
EXP-00534,Operations,Travel,Salesforce,72960,63624.22,9335.78,2025-03-02,Approved,Petty Cash,FY2024-2025,
EXP-00081,Sales,Training,Slack,223349,214786.72,8562.28,2024-06-30,Approved,Vendor Credit,FY2024-2025,
EXP-00620,Support,Recruitment,Microsoft Azure,426324,511837.01,-85513.01,2023-06-22,Pending,Credit Card,FY2023-2024,
EXP-00280,HR,Marketing Spend,Jira,52829,46790.34,6038.66,2024-10-26,Approved,Bank Transfer,FY2024-2025,
EXP-00387,Marketing,,HubSpot,277874,297760.69,-19886.69,2023-06-14,Approved,Vendor Credit,FY2023-2024,
EXP-00830,Engineering,Training,Wipro,484354,601393.41,-117039.41,2023-12-15,Pending,Bank Transfer,FY2023-2024,
EXP-00904,Operations,Cloud Infrastructure,SAP,267336,,-66738.82,2024-02-28,Approved,Credit Card,FY2023-2024,
EXP-00332,Finance,Training,Slack,234724,228850.97,5873.03,2024-03-26,Approved,Petty Cash,FY2023-2024,
EXP-00118,Support,Travel,Jira,57908,52714.69,5193.31,2024-05-19,Pending,Bank Transfer,FY2024-2025,
EXP-00182,Engineering,Training,Google Cloud,170596,198553.44,-27957.44,2023-08-16,Pending,Credit Card,FY2023-2024,
EXP-00689,,Travel,Wipro,305798,247167.65,58630.35,2023-12-07,Approved,Vendor Credit,FY2023-2024,Under review
EXP-00613,Marketing,Recruitment,Wipro,406142,459946.66,-53804.66,2023-11-25,Approved,Bank Transfer,FY2023-2024,
EXP-00978,Engineering,Training,Salesforce,213389,269457.19,-56068.19,2023-09-03,Pending,Vendor Credit,FY2023-2024,
EXP-00866,Finance,Consulting Fees,Salesforce,453323,367797.88,85525.12,2023-05-03,Pending,Petty Cash,FY2023-2024,
EXP-00810,Engineering,Salaries,Salesforce,269050,333174.65,-64124.65,2024-03-11,Approved,Credit Card,FY2023-2024,
EXP-00035,Marketing,Maintenance,Freshdesk,51108,46369.98,4738.02,2023-05-31,Approved,Petty Cash,FY2023-2024,Recurring
EXP-00988,Operations,,Slack,371069,418595.72,-47526.72,2023-05-29,Pending,Petty Cash,FY2023-2024,
EXP-00704,Operations,Marketing Spend,Internal,372842,397469.52,-24627.52,2024-08-18,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00581,Sales,Salaries,AWS,1811621,1654255.19,157365.81,2023-08-10,Approved,Credit Card,FY2023-2024,Recurring
EXP-00766,Marketing,Software Licenses,Adobe,175404,214676.76,-39272.76,2023-03-21,Rejected,Credit Card,FY2022-2023,
EXP-00215,Operations,Travel,Google Cloud,208150,249693.88,-41543.88,2024-08-14,Approved,Petty Cash,FY2024-2025,
EXP-00437,Operations,Training,Internal,-465791,405659.2,60131.8,2023-07-16,Approved,Vendor Credit,FY2023-2024,
EXP-00672,HR,Salaries,Microsoft Azure,432960,437124.63,,2023-10-26,Approved,Credit Card,FY2023-2024,One-time
EXP-00789,Finance,Office Supplies,Slack,20956,17326.4,3629.6,2023-02-16,Rejected,Bank Transfer,FY2022-2023,
EXP-00903,Marketing,Recruitment,Jira,227030,287338.31,-60308.31,2024-03-18,Approved,Vendor Credit,FY2023-2024,Recurring
EXP-00239,Sales,,Freshdesk,497199,587241.95,-90042.95,2023-10-27,Approved,Bank Transfer,FY2023-2024,
EXP-00421,Engineering,Utilities,Zoom,17494,21819.33,-4325.33,30/10/2023,Pending,Vendor Credit,FY2023-2024,
EXP-00408,Support,Consulting Fees,Infosys,310160,351074.26,-40914.26,2024-02-15,Approved,Petty Cash,FY2023-2024,Recurring
EXP-00770,Sales,Marketing Spend,Slack,215143,173090.34,42052.66,2023-02-24,Approved,Petty Cash,FY2022-2023,
EXP-00287,HR,Utilities,Zoom,144022,151176.37,-7154.37,2023-12-04,Approved,Petty Cash,FY2023-2024,
EXP-00907,Operations,Training,Wipro,299426,281637.83,17788.17,2024-08-12,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00877,Support,Training,Salesforce,371377,,27780.1,2024-12-12,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00590,Support,Marketing Spend,Microsoft Azure,175604,212918.44,-37314.44,2023-07-04,Approved,Bank Transfer,FY2023-2024,
EXP-00635,Marketing,Travel,HubSpot,281456,247438.74,34017.26,2025-01-11,Approved,Credit Card,FY2024-2025,One-time
EXP-00679,Marketing,Marketing Spend,Google Cloud,244563,224303.12,20259.88,2023-11-17,Approved,Petty Cash,FY2023-2024,Duplicate entry
EXP-00211,,Salaries,Wipro,346906,299819.77,47086.23,31/05/2023,Rejected,Bank Transfer,FY2023-2024,
EXP-00295,Operations,Marketing Spend,Slack,69004,66399.42,2604.58,2024-06-07,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00342,Marketing,Consulting Fees,Freshdesk,245775,198192.49,47582.51,2023-09-04,Pending,Vendor Credit,FY2023-2024,Recurring
EXP-00968,Engineering,Salaries,AWS,79739,,2716.18,10/08/2023,Rejected,Bank Transfer,FY2023-2024,
EXP-00538,,Travel,SAP,475254,614613.85,-139359.85,2023-08-15,Approved,Credit Card,FY2023-2024,
EXP-00713,Sales,Hardware,Microsoft Azure,398103,495766.71,-97663.71,2024-10-23,Rejected,Credit Card,FY2024-2025,
EXP-00820,Support,Consulting Fees,Google Cloud,260242,323419.07,-63177.07,2024-04-21,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00491,Engineering,Recruitment,TCS,158593,189811.45,-31218.45,2023-10-20,Approved,Petty Cash,FY2023-2024,
EXP-00466,Support,Software Licenses,Adobe,454117,,-112004.76,2023-05-31,Approved,Vendor Credit,FY2023-2024,Under review
EXP-00794,Support,Maintenance,Salesforce,51429,53477.37,-2048.37,2024-12-31,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00676,Marketing,Salaries,Freshdesk,22033,26884.92,-4851.92,2023-10-01,Approved,Petty Cash,FY2023-2024,
EXP-00723,Marketing,,SAP,122344,98440.35,23903.65,2024-04-22,Pending,Petty Cash,FY2024-2025,
EXP-00414,Engineering,Software Licenses,Oracle,214170,193322.14,20847.86,2023-05-20,Approved,Vendor Credit,FY2023-2024,
EXP-00840,Marketing,Hardware,Microsoft Azure,3822383,3168723.63,653659.37,2024-02-26,Approved,Credit Card,FY2023-2024,
EXP-00822,HR,Consulting Fees,Wipro,89658,75892.79,13765.21,2024-10-29,Approved,Bank Transfer,FY2024-2025,
EXP-00677,Sales,,Wipro,35480,46114.75,-10634.75,2025-02-13,Pending,Vendor Credit,FY2024-2025,
EXP-00055,Finance,Office Supplies,Slack,310632,250617.47,60014.53,2023-07-21,Approved,Petty Cash,FY2023-2024,One-time
EXP-00486,Operations,Utilities,Jira,424438,494028.26,-69590.26,2023-09-03,Approved,Vendor Credit,FY2023-2024,
EXP-00929,Finance,Utilities,Jira,22535,,4387.13,2024-06-01,Approved,Petty Cash,FY2024-2025,Under review
EXP-00160,Support,Marketing Spend,Wipro,3850812,3234335.68,616476.32,2025-01-17,Approved,Credit Card,FY2024-2025,
EXP-00206,Finance,Office Supplies,Internal,185774,195983.52,-10209.52,2024-12-16,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00217,HR,Travel,Salesforce,198986,239082.26,-40096.26,2025-01-02,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00125,Support,Salaries,Microsoft Azure,219434,,-44566.7,2024-02-15,Approved,Bank Transfer,FY2023-2024,
EXP-00105,,Training,Oracle,4688784,3938191.01,750592.99,2023-03-27,Rejected,Credit Card,FY2022-2023,
EXP-00782,HR,Training,TCS,459002,515040.04,-56038.04,2024-01-02,Approved,Vendor Credit,FY2023-2024,
EXP-00340,Support,Office Supplies,Adobe,279796,340405.24,-60609.24,2024-05-24,Approved,Credit Card,FY2024-2025,One-time
EXP-00567,Support,Office Supplies,HubSpot,130966,160856.99,-29890.99,2024-12-15,Approved,Credit Card,FY2024-2025,
EXP-00867,Operations,Consulting Fees,Microsoft Azure,436714,541586.1,-104872.1,2023-04-13,Pending,Vendor Credit,FY2023-2024,
EXP-00137,Marketing,Cloud Infrastructure,HubSpot,470117,426638.91,43478.09,2024-06-23,Approved,Bank Transfer,FY2024-2025,
EXP-00813,Operations,Hardware,Infosys,421801,542788.9,,2024-11-02,Approved,Bank Transfer,FY2024-2025,
EXP-00308,Engineering,Salaries,SAP,45851,38583.03,7267.97,2023-04-02,Approved,Bank Transfer,FY2023-2024,Urgent
EXP-00902,Engineering,Travel,Jira,53313,50666.5,2646.5,2023-03-11,Approved,Petty Cash,FY2022-2023,
EXP-00068,Support,Maintenance,Google Cloud,452489,461452.81,-8963.81,2024-12-10,Approved,Petty Cash,FY2024-2025,One-time
EXP-00746,Engineering,Marketing Spend,Google Cloud,36246,38737.8,-2491.8,2023-07-25,Approved,Vendor Credit,FY2023-2024,
EXP-00054,HR,Salaries,Adobe,209996,243691.0,-33695.0,2024-04-27,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00386,Sales,Travel,Microsoft Azure,113531,133028.99,-19497.99,2023-08-06,Rejected,Credit Card,FY2023-2024,
EXP-00863,Finance,Office Supplies,Internal,379506,347157.14,32348.86,2024-12-18,Approved,Bank Transfer,FY2024-2025,Recurring
EXP-00379,Operations,Hardware,AWS,339420,365658.17,-26238.17,2025-02-13,Rejected,Bank Transfer,FY2024-2025,
EXP-00005,HR,Maintenance,Slack,241358,279603.75,-38245.75,2024-05-05,Approved,Credit Card,FY2024-2025,Recurring
EXP-00119,HR,Hardware,Google Cloud,4553011,5566948.43,-1013937.43,2024-01-03,Approved,Credit Card,FY2023-2024,
EXP-00496,Engineering,Office Supplies,Microsoft Azure,475898,548590.42,-72692.42,2023-02-25,Approved,Credit Card,FY2022-2023,
EXP-00819,Engineering,Utilities,Freshdesk,49983,,-7108.96,2023-12-17,Approved,Vendor Credit,FY2023-2024,Urgent
EXP-00175,Finance,Office Supplies,Zoom,306684,366786.93,-60102.93,2023-01-21,Approved,Credit Card,FY2022-2023,Urgent
EXP-00610,Operations,Hardware,Oracle,357162,401350.71,-44188.71,2024-12-02,Rejected,Bank Transfer,FY2024-2025,One-time
EXP-00187,Engineering,Training,Google Cloud,135756,171145.25,-35389.25,2023-02-03,Approved,Credit Card,FY2022-2023,
EXP-00197,Engineering,Training,Infosys,-454060,541468.72,-87408.72,2023-06-13,Approved,Bank Transfer,FY2023-2024,
EXP-00435,Operations,Office Supplies,Jira,180981,202962.35,-21981.35,2024-01-04,Pending,Petty Cash,FY2023-2024,Duplicate entry
EXP-00436,Engineering,Recruitment,Zoom,217431,192943.18,24487.82,2024-09-17,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00023,Support,Maintenance,Adobe,456859,418180.83,38678.17,2024-08-16,Approved,Credit Card,FY2024-2025,
EXP-00469,Sales,Marketing Spend,Microsoft Azure,138304,121588.97,,2023-09-12,Approved,Vendor Credit,FY2023-2024,
EXP-00922,Engineering,Office Supplies,Infosys,257469,258131.14,,2024-07-26,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00483,Finance,Consulting Fees,Slack,492950,504226.0,-11276.0,2025-02-04,Approved,Vendor Credit,FY2024-2025,
EXP-00928,Marketing,Cloud Infrastructure,Wipro,495963,486284.39,9678.61,2024-06-05,Approved,Vendor Credit,FY2024-2025,
EXP-00579,Operations,Maintenance,Zoom,215775,205206.27,10568.73,2024-07-25,Pending,Credit Card,FY2024-2025,Under review
EXP-00350,HR,Training,SAP,3987139,3613274.29,373864.71,2023-07-01,Approved,Credit Card,FY2023-2024,One-time
EXP-00075,Finance,Software Licenses,SAP,31262,30459.49,802.51,2025-01-29,Approved,Bank Transfer,FY2024-2025,
EXP-00415,HR,Hardware,Oracle,21608,21731.88,-123.88,2023-02-19,Pending,Bank Transfer,FY2022-2023,Urgent
EXP-00523,HR,Maintenance,Oracle,152980,166179.15,-13199.15,2024-05-19,Approved,Petty Cash,FY2024-2025,
EXP-00316,Engineering,Salaries,Oracle,32515,33972.97,-1457.97,2024-09-10,Pending,Petty Cash,FY2024-2025,Urgent
EXP-00558,Engineering,Utilities,Oracle,195589,191747.64,3841.36,2025-03-01,Pending,Credit Card,FY2024-2025,One-time
EXP-00783,Sales,Training,AWS,207083,190317.26,,2023-02-23,Pending,Bank Transfer,FY2022-2023,Duplicate entry
EXP-00457,Engineering,Maintenance,AWS,408903,385116.53,23786.47,2023-12-12,Pending,Bank Transfer,FY2023-2024,
EXP-00009,Operations,Utilities,Google Cloud,90070,106873.96,-16803.96,2024-05-09,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00191,,Hardware,Salesforce,70355,81689.77,-11334.77,2023-09-02,Approved,Vendor Credit,FY2023-2024,
EXP-00912,Operations,Cloud Infrastructure,Zoom,-75828,81600.58,-5772.58,2023-10-04,Pending,Petty Cash,FY2023-2024,
EXP-00041,HR,Travel,Adobe,1149403,1033128.69,116274.31,2024-02-03,Approved,Vendor Credit,FY2023-2024,
EXP-00659,Finance,Cloud Infrastructure,Salesforce,-459741,,-106154.25,2024-11-05,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00165,HR,Salaries,Infosys,120321,96259.98,24061.02,2024-11-21,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00886,Marketing,Training,Freshdesk,318895,263063.44,55831.56,2024-06-18,Pending,Vendor Credit,FY2024-2025,Under review
EXP-00757,Sales,Maintenance,Internal,490856,485440.31,5415.69,2024-08-02,Pending,Vendor Credit,FY2024-2025,
EXP-00742,Finance,Utilities,Slack,457290,477968.21,-20678.21,2023-04-02,Pending,Vendor Credit,FY2023-2024,
EXP-00216,Finance,Consulting Fees,TCS,232010,250718.99,-18708.99,2023-10-05,Approved,Petty Cash,FY2023-2024,
EXP-00756,Marketing,Consulting Fees,Freshdesk,34888,43551.95,-8663.95,2023-06-28,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00715,Engineering,Software Licenses,Microsoft Azure,442821,492553.85,-49732.85,2023-05-30,Pending,Bank Transfer,FY2023-2024,
EXP-00120,HR,Salaries,Jira,24861,29993.25,-5132.25,2024-01-15,Approved,Credit Card,FY2023-2024,Recurring
EXP-00438,Sales,Maintenance,Salesforce,107549,115101.72,-7552.72,2023-12-09,Approved,Credit Card,FY2023-2024,
EXP-00048,Engineering,Hardware,Slack,-16108,14660.94,1447.06,2024-01-18,Approved,Vendor Credit,FY2023-2024,
EXP-00956,Marketing,Utilities,Infosys,236053,284918.45,-48865.45,2024-03-26,Pending,Bank Transfer,FY2023-2024,Under review
EXP-00154,Sales,Marketing Spend,Adobe,324977,289642.4,35334.6,2023-02-15,Approved,Credit Card,FY2022-2023,
EXP-00399,Engineering,Travel,Freshdesk,164769,138610.93,26158.07,2025-01-08,Approved,Petty Cash,FY2024-2025,
EXP-00665,Engineering,Recruitment,Slack,214304,201065.68,13238.32,07/05/2023,Approved,Bank Transfer,FY2023-2024,
EXP-00264,Marketing,Hardware,Jira,308258,,52497.88,2024-06-11,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00028,Operations,Software Licenses,Adobe,469790,438865.16,30924.84,2023-09-17,Pending,Petty Cash,FY2023-2024,
EXP-00634,Marketing,Cloud Infrastructure,Zoom,4080302,5095533.09,-1015231.09,2023-09-07,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00535,,Marketing Spend,SAP,424165,545562.53,-121397.53,2023-04-17,Rejected,Petty Cash,FY2023-2024,
EXP-00453,Operations,Office Supplies,Salesforce,16329,17461.91,-1132.91,2024-04-04,Rejected,Vendor Credit,FY2024-2025,Under review
EXP-00998,Support,Utilities,Infosys,167339,151879.25,15459.75,2023-08-20,Pending,Vendor Credit,FY2023-2024,Urgent
EXP-00542,Operations,Software Licenses,Jira,175865,195903.13,-20038.13,2024-11-17,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00126,Sales,Hardware,SAP,487754,518966.75,-31212.75,2023-01-12,Approved,Bank Transfer,FY2022-2023,Duplicate entry
EXP-00222,Operations,Consulting Fees,Google Cloud,459805,418693.11,41111.89,02/06/2023,Pending,Credit Card,FY2023-2024,
EXP-00362,Finance,Office Supplies,Jira,363544,411111.13,-47567.13,2023-04-02,Approved,Petty Cash,FY2023-2024,One-time
EXP-00164,Marketing,,AWS,270977,284437.1,,2023-09-30,Rejected,Petty Cash,FY2023-2024,Under review
EXP-00230,Marketing,Training,Wipro,446426,565500.15,-119074.15,2025-01-11,Approved,Vendor Credit,FY2024-2025,
EXP-00074,HR,Salaries,Microsoft Azure,160693,189037.66,-28344.66,2024-10-26,Approved,Credit Card,FY2024-2025,
EXP-00401,Sales,Recruitment,Zoom,369585,312154.66,57430.34,2023-09-14,Approved,Credit Card,FY2023-2024,Urgent
EXP-00131,Support,Salaries,HubSpot,253400,277502.51,,2023-10-12,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00358,Marketing,Marketing Spend,HubSpot,167305,182180.82,-14875.82,2023-05-21,Approved,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00637,Operations,Travel,HubSpot,461269,409343.83,51925.17,2023-02-27,Approved,Petty Cash,FY2022-2023,Recurring
EXP-00124,HR,Training,Slack,198602,226523.84,-27921.84,2024-01-12,Approved,Credit Card,FY2023-2024,Recurring
EXP-00434,Sales,Marketing Spend,Slack,8274,7305.97,968.03,2024-08-21,Pending,Vendor Credit,FY2024-2025,
EXP-00447,Engineering,Cloud Infrastructure,Adobe,7375,8604.23,-1229.23,2025-02-21,Approved,Petty Cash,FY2024-2025,
EXP-00281,HR,Cloud Infrastructure,Google Cloud,12919,13934.68,-1015.68,2024-08-12,Approved,Petty Cash,FY2024-2025,Duplicate entry
EXP-00615,Sales,Office Supplies,Google Cloud,95949,88296.02,7652.98,2024-10-23,Rejected,Bank Transfer,FY2024-2025,
EXP-00783,Sales,Training,AWS,207083,190317.26,,2023-02-23,Pending,Bank Transfer,FY2022-2023,Duplicate entry
EXP-00151,HR,Recruitment,Freshdesk,496330,435374.25,60955.75,2024-11-02,Approved,Petty Cash,FY2024-2025,
EXP-00426,Engineering,Training,Slack,448339,359746.24,88592.76,2023-10-29,Pending,Vendor Credit,FY2023-2024,
EXP-00030,Support,Office Supplies,Adobe,168693,161722.9,6970.1,2023-02-02,Pending,Credit Card,FY2022-2023,One-time
EXP-00545,HR,,HubSpot,173546,173452.46,93.54,2023-09-01,Pending,Credit Card,FY2023-2024,
EXP-00887,,Hardware,Salesforce,412881,340039.68,72841.32,2023-03-15,Rejected,Bank Transfer,FY2022-2023,
EXP-00202,Sales,Software Licenses,TCS,35927,45914.36,-9987.36,2024-01-09,Approved,Petty Cash,FY2023-2024,
EXP-00572,Marketing,Utilities,SAP,390986,404619.5,-13633.5,2024-08-26,Approved,Vendor Credit,FY2024-2025,Recurring
EXP-00451,Engineering,Office Supplies,Microsoft Azure,135960,116749.08,19210.92,2023-11-28,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00052,Marketing,Cloud Infrastructure,Microsoft Azure,-89871,83190.36,6680.64,2025-03-08,Approved,Petty Cash,FY2024-2025,Urgent
EXP-00112,Marketing,Recruitment,Adobe,108072,88284.56,19787.44,04/06/2023,Approved,Petty Cash,FY2023-2024,Under review
EXP-00914,HR,Consulting Fees,Wipro,428750,479842.72,-51092.72,2024-05-17,Approved,Petty Cash,FY2024-2025,Under review
EXP-00494,HR,Maintenance,Microsoft Azure,239077,200844.41,38232.59,2024-02-25,Approved,Credit Card,FY2023-2024,Under review
EXP-00850,Support,Software Licenses,Wipro,84385,78834.36,5550.64,2024-09-15,Approved,Bank Transfer,FY2024-2025,
EXP-00220,Marketing,Software Licenses,Zoom,388040,410506.58,-22466.58,2023-01-08,Approved,Bank Transfer,FY2022-2023,Under review
EXP-00955,Operations,Office Supplies,Jira,287929,321097.12,-33168.12,2024-06-26,Rejected,Bank Transfer,FY2024-2025,
EXP-00639,Sales,Maintenance,Zoom,32986,39333.22,-6347.22,2023-07-09,Approved,Petty Cash,FY2023-2024,
EXP-00462,HR,Maintenance,Slack,156627,127580.83,29046.17,2024-03-03,Approved,Bank Transfer,FY2023-2024,
EXP-00201,Marketing,Cloud Infrastructure,TCS,253063,286029.01,-32966.01,2024-12-29,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00605,Marketing,Recruitment,HubSpot,404024,467959.0,-63935.0,2023-10-31,Approved,Credit Card,FY2023-2024,Urgent
EXP-00975,Engineering,Recruitment,Oracle,229257,239289.46,-10032.46,2023-05-25,Approved,Bank Transfer,FY2023-2024,
EXP-00648,Marketing,Salaries,Oracle,125151,111634.11,13516.89,2023-01-24,Approved,Petty Cash,FY2022-2023,Under review
EXP-00970,Engineering,Salaries,HubSpot,443067,406271.66,36795.34,30/03/2023,Approved,Credit Card,FY2022-2023,Duplicate entry
EXP-00751,HR,Consulting Fees,Wipro,-492588,629810.97,-137222.97,2024-11-30,Approved,Bank Transfer,FY2024-2025,
EXP-00176,Finance,Recruitment,Infosys,279567,251553.16,28013.84,2025-02-22,Rejected,Vendor Credit,FY2024-2025,One-time
EXP-00543,Finance,Office Supplies,Zoom,380515,,-20196.47,2023-11-24,Approved,Vendor Credit,FY2023-2024,Recurring
EXP-00544,HR,Utilities,HubSpot,335067,363966.0,-28899.0,2025-03-18,Approved,Credit Card,FY2024-2025,
EXP-00122,Support,Software Licenses,Jira,473508,539400.85,-65892.85,2023-08-22,Rejected,Bank Transfer,FY2023-2024,
EXP-00829,Engineering,Training,TCS,384032,396359.56,-12327.56,2024-08-22,Approved,Credit Card,FY2024-2025,Duplicate entry
EXP-00361,Marketing,Travel,Adobe,246878,295590.25,-48712.25,2024-09-04,Approved,Bank Transfer,FY2024-2025,
EXP-00389,Operations,Maintenance,AWS,358219,298904.96,59314.04,2025-01-21,Pending,Vendor Credit,FY2024-2025,One-time
EXP-00858,Marketing,Software Licenses,Google Cloud,475278,418002.98,57275.02,2023-03-23,Approved,Petty Cash,FY2022-2023,
EXP-00814,Support,Software Licenses,Adobe,217149,208982.4,8166.6,2024-02-02,Approved,Petty Cash,FY2023-2024,
EXP-00632,Finance,Training,SAP,265427,274377.01,-8950.01,2024-11-24,Pending,Petty Cash,FY2024-2025,
EXP-00377,Finance,Training,Zoom,27117,33382.21,-6265.21,2025-02-28,Approved,Bank Transfer,FY2024-2025,
EXP-00170,Marketing,Training,Slack,486269,401150.6,85118.4,2024-07-08,Approved,Vendor Credit,FY2024-2025,
EXP-00787,Finance,Software Licenses,Google Cloud,490350,534460.19,-44110.19,2023-08-11,Approved,Credit Card,FY2023-2024,Recurring
EXP-00091,Finance,Marketing Spend,Internal,320947,256776.3,64170.7,10/01/2023,Approved,Vendor Credit,FY2022-2023,
EXP-00920,Support,Office Supplies,AWS,317409,267579.83,49829.17,2024-01-01,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00032,Sales,Travel,Zoom,447953,542934.6,-94981.6,2023-01-17,Pending,Petty Cash,FY2022-2023,Under review
EXP-00612,Sales,Hardware,TCS,135949,145617.13,-9668.13,2025-01-07,Approved,Credit Card,FY2024-2025,
EXP-00732,HR,Marketing Spend,Jira,27258,33695.97,-6437.97,2025-01-05,Approved,Bank Transfer,FY2024-2025,Urgent
EXP-00934,Marketing,Hardware,SAP,42730,54657.81,-11927.81,2023-06-16,Approved,Bank Transfer,FY2023-2024,Recurring
EXP-00500,Support,Software Licenses,TCS,157027,131202.97,25824.03,2023-02-11,Pending,Bank Transfer,FY2022-2023,Recurring
EXP-00094,Operations,Training,Microsoft Azure,201521,189535.4,11985.6,2023-01-08,Approved,Bank Transfer,FY2022-2023,
EXP-00620,Support,Recruitment,Microsoft Azure,426324,511837.01,-85513.01,2023-06-22,Pending,Credit Card,FY2023-2024,
EXP-00461,Engineering,Training,Internal,51013,53300.56,-2287.56,2023-03-08,Approved,Vendor Credit,FY2022-2023,One-time
EXP-00670,Operations,Recruitment,Wipro,437402,487674.31,-50272.31,2023-07-26,Approved,Petty Cash,FY2023-2024,
EXP-00406,Sales,Marketing Spend,AWS,469164,555054.97,-85890.97,2024-07-26,Pending,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00861,Support,Utilities,Google Cloud,238776,191381.1,47394.9,07/06/2023,Pending,Bank Transfer,FY2023-2024,
EXP-00937,Marketing,Marketing Spend,TCS,155011,158821.14,-3810.14,2025-01-25,Rejected,Vendor Credit,FY2024-2025,One-time
EXP-00159,HR,Cloud Infrastructure,Slack,418713,451496.33,-32783.33,2024-07-12,Approved,Credit Card,FY2024-2025,One-time
EXP-00595,Engineering,Office Supplies,SAP,85651,97599.15,-11948.15,2023-02-13,Pending,Bank Transfer,FY2022-2023,One-time
EXP-00309,Sales,Salaries,Freshdesk,316179,258248.38,57930.62,2025-03-20,Approved,Bank Transfer,FY2024-2025,Under review
EXP-00036,Marketing,Hardware,Jira,-124146,147834.22,-23688.22,2023-01-14,Approved,Vendor Credit,FY2022-2023,
EXP-00017,Support,Consulting Fees,Wipro,204597,185145.44,19451.56,2023-03-30,Rejected,Credit Card,FY2022-2023,One-time
EXP-00311,Engineering,Hardware,TCS,23674,30695.72,-7021.72,2023-11-21,Approved,Credit Card,FY2023-2024,
EXP-00845,Engineering,Consulting Fees,Microsoft Azure,129748,121212.0,8536.0,2024-10-25,Pending,Vendor Credit,FY2024-2025,
EXP-00019,Engineering,Hardware,Slack,108538,119529.29,-10991.29,2023-09-24,Pending,Vendor Credit,FY2023-2024,
EXP-00759,Operations,Hardware,TCS,217317,230592.77,-13275.77,2023-04-06,Approved,Credit Card,FY2023-2024,Recurring
