Ticket_ID,Client_ID,Product,Issue_Type,Priority,Created_Date,Resolved_Date,Resolution_Hours,SLA_Target_Hours,SLA_Met,Status,Assigned_Agent,Contact_Channel,Customer_Satisfaction
TKT-00845,CLI-0298,CloudShift Platform,Security Alert,Critical,2025-01-03,,,4,Yes,In Progress,Nikhil Mehta,Portal,
TKT-01766,CLI-0068,DevOps Accelerator,Report Inaccuracy,High,2025-03-29,2025-03-29,9.3,8,No,Resolved,Nikhil Mehta,Email,3
TKT-03365,CLI-0221,AnalyticsEdge,Server Downtime,Low,2024-03-17,,,48,No,In Progress,Divya Reddy,Email,
TKT-02505,CLI-0103,DevOps Accelerator,Access Permission Issue,Medium,2024-04-10,2024-04-12,53.8,24,No,Resolved,Karan Gupta,Email,5
TKT-03081,CLI-0246,DataVault Pro,Report Inaccuracy,Medium,2024-08-11,2024-08-11,11.5,24,Yes,Resolved,Kavya Iyer,Portal,5
TKT-00215,CLI-0189,AnalyticsEdge,Access Permission Issue,Medium,2024-06-19,,,24,No,Open,Pooja Gupta,Phone,
TKT-01497,CLI-0111,DevOps Accelerator,Access  Permission  Issue,High,2024-09-08,,,8,No,Escalated,Karan Gupta,Email,
TKT-03869,CLI-0247,DataVault Pro,Security Alert,Low,03/30/2023,2023-04-01,70.2,48,No,Resolved,Deepika Mishra,Phone,5
TKT-03273,CLI-0027,AnalyticsEdge,Billing Query,High,2024-05-15,,,8,No,In Progress,Priya Nair,Email,
TKT-00634,CLI-0168,SecureNet Suite,Data Sync Error,Medium,2023-07-21,2023-07-21,7.7,24,Yes,Resolved,Priya Patel,Email,3
TKT-00908,CLI-0019,DataVault Pro,Onboarding Support,High,2024-08-31,2024-08-31,7.7,8,Yes,Resolved,Siddharth Reddy,Chat,3
TKT-01078,CLI-0067,CloudShift Platform,Onboarding Support,Critical,2023-09-21,,,4,No,Open,,Email,
TKT-01386,CLI-0207,DataVault Pro,Feature Request,High,2024-11-20,,,8,Yes,Escalated,Pooja Iyer,Portal,
TKT-03655,CLI-0020,AI Insights Module,Billing Query,Low,2023-10-12,2023-10-13,46.9,48,Yes,Resolved,Neha Gupta,Portal,2
TKT-03513,CLI-0166,AI Insights Module,Access Permission Issue,High,2023-06-22,2023-06-22,1.3,8,Yes,Resolved,Arjun Mishra,Phone,3
TKT-02653,CLI-0253,AI Insights Module,Billing Query,Critical,2023-10-22,2023-10-22,8.6,4,No,Resolved,Pooja Gupta,Phone,
TKT-01525,CLI-0090,CloudShift Platform,access permission issue,Medium,2024-03-03,,,24,Yes,Escalated,Arjun Mishra,Portal,
TKT-00200,CLI-0200,AnalyticsEdge,Login Issue,,2024-09-01,,,48,Yes,Open,Rahul Das,Portal,
TKT-01250,CLI-0170,CloudShift Platform,Performance Lag,Medium,2024-04-27,,,24,No,Open,Divya Verma,Chat,
TKT-02904,CLI-0218,SecureNet Suite,Access Permission Issue,Medium,2023-06-25,2023-06-26,44.7,24,No,Resolved,Ananya Joshi,Portal,4
TKT-00506,CLI-0201,DevOps Accelerator,Server Downtime,High,2023-08-09,,,8,No,In Progress,Pooja Patel,Portal,
TKT-00022,CLI-0126,DataVault Pro,Onboarding Support,Critical,2024-08-24,2024-08-24,1.3,4,Yes,Resolved,Pooja Iyer,Chat,4
TKT-01126,CLI-0287,DevOps Accelerator,Security Alert,Medium,2024-09-26,,,24,No,In Progress,Rahul Das,Phone,
TKT-03259,CLI-0182,AI Insights Module,Security Alert,Medium,2024-07-15,,,24,No,In Progress,Pooja Iyer,Portal,
TKT-03115,CLI-0092,AI Insights Module,Report Inaccuracy,Critical,2024-10-08,2024-10-08,4.2,4,No,Resolved,Priya Nair,Phone,
TKT-01036,CLI-0104,AnalyticsEdge,Security Alert,High,2024-02-11,2024-02-11,14.1,8,No,Resolved,Siddharth Reddy,Portal,
TKT-01427,CLI-0138,CloudShift Platform,Access Permission Issue,Medium,2025-03-01,2025-03-02,45.4,24,No,Resolved,Divya Reddy,Email,4
TKT-02679,CLI-0171,AnalyticsEdge,API Integration Failure,Low,2024-04-11,2024-04-14,83.6,48,No,Resolved,Nikhil Reddy,Phone,1
TKT-01903,CLI-0199,SecureNet Suite,Performance Lag,Medium,2024-08-13,2024-08-13,2.0,24,Yes,Resolved,Divya Reddy,Chat,3
TKT-03395,CLI-0075,DevOps Accelerator,API Integration Failure,High,2023-11-17,2023-11-17,4.2,8,Yes,Resolved,Deepika Mishra,Phone,3
TKT-02934,CLI-0276,DataVault Pro,API Integration Failure,Medium,2023-02-26,,,24,No,Open,,Chat,
TKT-00800,CLI-0274,DevOps Accelerator,Report Inaccuracy,High,2023-12-01,2023-12-01,1.8,8,Yes,Resolved,Pooja Gupta,Chat,5
TKT-02867,CLI-0039,DataVault Pro,API Integration Failure,Critical,2024-12-11,2024-12-11,4.3,4,No,Resolved,Nikhil Reddy,Email,
TKT-03795,CLI-0189,SecureNet Suite,Feature Request,,2024-08-18,2024-08-20,58.6,24,No,Resolved,Karan Gupta,Phone,4
TKT-03613,CLI-0220,AI Insights Module,Performance Lag,Medium,2024-09-03,,,24,No,Open,,Phone,
TKT-03083,CLI-0087,AnalyticsEdge,Onboarding Support,High,2023-01-28,,,8,No,Open,Deepika Mishra,Portal,
TKT-02282,CLI-0098,SecureNet Suite,Billing Query,Medium,2023-02-01,2023-02-01,13.5,24,Yes,Resolved,Deepika Mishra,Email,5
TKT-01716,CLI-0295,AnalyticsEdge,API Integration Failure,High,2023-07-22,,,8,Yes,Open,Rahul Das,Chat,
TKT-00363,CLI-0064,DevOps Accelerator,Onboarding Support,High,2024-01-06,2024-01-06,5.4,8,Yes,Resolved,Karan Gupta,Phone,3
TKT-01759,CLI-0090,SecureNet Suite,Billing Query,Medium,2023-07-17,,,24,No,In Progress,Rahul Das,Portal,
TKT-01368,CLI-0261,AnalyticsEdge,Access Permission Issue,,2023-02-18,,,48,Yes,In Progress,Manish Nair,Portal,
TKT-03077,CLI-0010,SecureNet Suite,Performance Lag,Low,2023-09-07,,,48,Yes,In Progress,Rahul Das,Chat,
TKT-01811,CLI-0064,AnalyticsEdge,Server Downtime,High,2025-01-17,2025-01-17,2.6,8,Yes,Resolved,Siddharth Reddy,Portal,5
TKT-00956,CLI-0199,AI Insights Module,Billing Query,Low,2023-07-30,,,48,No,Escalated,Rahul Das,Portal,
TKT-01957,CLI-0188,DataVault Pro,Server Downtime,Medium,2024-11-28,2024-11-30,55.9,24,No,Resolved,Priya Patel,Phone,5
TKT-03560,CLI-0163,CloudShift Platform,Login Issue,High,2024-05-30,2024-05-30,11.4,8,No,Resolved,Arjun Mishra,Phone,3
TKT-01751,CLI-0005,CloudShift Platform,Performance Lag,Low,07/26/2023,2023-07-30,109.9,48,No,Resolved,Rahul Das,Email,5
TKT-03579,CLI-0300,SecureNet Suite,Server Downtime,Medium,2023-10-10,2023-10-11,29.4,24,No,Resolved,Priya Patel,Phone,5
TKT-02106,CLI-0123,AI Insights Module,Login Issue,Low,2023-03-01,,,48,Yes,Escalated,Deepika Mishra,Chat,
TKT-03825,CLI-0006,SecureNet Suite,Onboarding Support,High,2024-03-11,,,8,Yes,In Progress,Divya Verma,Chat,
TKT-02828,CLI-0278,DevOps Accelerator,Performance Lag,Medium,2023-10-07,,,24,Yes,Open,Nikhil Reddy,Phone,
TKT-02554,CLI-0074,CloudShift Platform,Security Alert,Low,2024-10-23,,,48,Yes,In Progress,Karan Rao,Chat,
TKT-00302,CLI-0040,CloudShift Platform,Feature Request,Low,2023-06-28,,,48,Yes,In Progress,Divya Verma,Portal,
TKT-00063,CLI-0113,AI Insights Module,Feature  Request,High,2024-07-01,2024-07-01,5.8,8,Yes,Resolved,Arjun Mishra,Chat,3
TKT-00081,CLI-0180,AnalyticsEdge,Login Issue,Critical,2023-06-07,,,4,No,In Progress,Nikhil Mehta,Chat,
TKT-01452,CLI-0215,DataVault Pro,API Integration Failure,High,2025-03-06,2025-03-06,3.8,8,Yes,Resolved,,Phone,5
TKT-03093,CLI-0195,AnalyticsEdge,Dashboard Bug,Medium,2023-05-20,2023-05-21,34.3,24,No,Resolved,,Email,2
TKT-03708,CLI-0169,SecureNet Suite,Access Permission Issue,Medium,2024-05-11,2024-05-12,26.9,24,No,Resolved,Nikhil Reddy,Phone,4
TKT-03965,CLI-0091,DataVault Pro,Data Sync Error,High,2025-03-10,,,8,No,In Progress,Pooja Iyer,Phone,
TKT-00628,CLI-0154,DevOps Accelerator,Server Downtime,High,2024-04-29,,,8,Yes,In Progress,Pooja Patel,Phone,
TKT-03531,CLI-0255,AI Insights Module,Login Issue,High,2023-11-12,2023-11-12,2.8,8,Yes,Resolved,Divya Verma,Portal,2
TKT-01327,CLI-0225,DataVault Pro,Performance Lag,Medium,2023-04-18,,,24,No,Open,Nikhil Mehta,Email,
TKT-03380,CLI-0014,CloudShift Platform,feature request,Low,2023-09-26,2023-09-27,26.0,48,Yes,Resolved,Pooja Gupta,Chat,3
TKT-02255,CLI-0181,DevOps Accelerator,Server Downtime,Medium,2024-02-02,2024-02-02,3.6,24,Yes,Resolved,Priya Patel,Chat,5
TKT-03302,CLI-0125,DataVault Pro,Data Sync Error,High,2023-11-21,2023-11-21,16.6,8,No,Resolved,Rahul Das,Email,1
TKT-03640,CLI-0010,AI Insights Module,Access Permission Issue,Medium,2023-01-23,2023-01-23,12.0,24,Yes,Resolved,Rahul Das,Chat,5
TKT-00832,CLI-0145,SecureNet Suite,Report Inaccuracy,Medium,2024-08-12,,,24,No,Open,Siddharth Reddy,Phone,
TKT-00387,CLI-0192,DevOps Accelerator,Dashboard Bug,Low,2025-02-20,2025-02-21,38.4,48,Yes,Resolved,Priya Nair,Chat,1
TKT-00335,CLI-0009,SecureNet Suite,Access Permission Issue,High,2023-12-06,2023-12-06,8.6,8,No,Resolved,Divya Verma,Email,3
TKT-00362,CLI-0006,DevOps Accelerator,Performance Lag,High,2024-03-23,,,8,No,Open,Pooja Patel,Phone,
TKT-03837,CLI-0190,SecureNet Suite,Login Issue,Medium,2024-03-07,2024-03-07,22.6,24,Yes,Resolved,Kavya Iyer,Email,
TKT-03774,CLI-0279,DevOps Accelerator,Security Alert,High,03/24/2024,,,8,No,In Progress,Rahul Das,Chat,
TKT-01860,CLI-0238,DataVault Pro,Server Downtime,Low,2024-03-08,2024-03-09,44.2,48,Yes,Resolved,Siddharth Reddy,Email,5
TKT-01631,CLI-0255,AnalyticsEdge,Performance Lag,Critical,2024-12-25,,,4,No,Escalated,Divya Verma,Email,
TKT-02348,CLI-0084,CloudShift Platform,Data Sync Error,Medium,2023-03-25,2023-03-26,31.0,24,No,Resolved,Karan Rao,Email,4
TKT-02652,CLI-0269,DevOps Accelerator,Feature Request,High,2023-08-07,2023-08-07,8.7,8,No,Resolved,Kavya Iyer,Chat,1
TKT-01153,CLI-0205,AI Insights Module,Security Alert,Medium,2023-09-12,,,24,No,Open,Rahul Das,Portal,
TKT-00546,CLI-0143,DevOps Accelerator,Feature Request,Medium,2024-04-30,2024-04-30,0.6,24,Yes,Resolved,Pooja Patel,Portal,4
TKT-01435,CLI-0279,DevOps Accelerator,Report Inaccuracy,Medium,06/18/2024,2024-06-20,55.3,24,,Resolved,Kavya Iyer,Portal,4
TKT-02235,CLI-0274,AnalyticsEdge,Onboarding Support,Low,2023-05-12,16-05-2023,107.2,48,No,Resolved,Pooja Patel,Email,3
TKT-03490,CLI-0206,AnalyticsEdge,Server Downtime,Critical,2023-07-19,2023-07-19,3.3,4,Yes,Resolved,Deepika Mishra,Chat,4
TKT-02399,CLI-0262,DataVault Pro,Dashboard Bug,Low,2024-09-17,2024-09-20,83.8,48,No,Resolved,Nikhil Mehta,Chat,3
TKT-00578,CLI-0242,AnalyticsEdge,Feature Request,Critical,2025-03-05,2025-03-05,4.2,4,No,Resolved,Priya Nair,Chat,5
TKT-03038,CLI-0128,AI Insights Module,Onboarding Support,High,2024-10-05,2024-10-05,12.3,8,No,Resolved,Kavya Iyer,Email,4
TKT-03391,CLI-0264,SecureNet Suite,Security Alert,Medium,2025-02-18,2025-02-18,18.2,24,Yes,Resolved,Rahul Das,Portal,2
TKT-00811,CLI-0230,CloudShift Platform,API Integration Failure,Low,2024-06-01,2024-06-05,97.8,48,No,Resolved,Divya Reddy,Portal,4
TKT-01629,CLI-0017,DevOps Accelerator,API Integration Failure,Medium,2023-11-27,,,24,No,In Progress,,Phone,
TKT-02186,CLI-0226,DataVault Pro,Server Downtime,Low,2023-06-16,2023-06-20,99.2,48,No,Resolved,Manish Nair,Email,
TKT-00015,CLI-0198,AI Insights Module,Server Downtime,Critical,2024-02-10,2024-02-10,5.4,4,No,Resolved,,Chat,4
TKT-01959,CLI-0185,SecureNet Suite,Access Permission Issue,Medium,2025-01-25,,,24,Yes,In Progress,Kavya Iyer,Portal,
TKT-01014,CLI-0229,AnalyticsEdge,Data Sync Error,High,2024-03-20,20-03-2024,9.9,8,No,Resolved,Rahul Das,Chat,3
TKT-03732,CLI-0071,AnalyticsEdge,Feature Request,Low,2023-10-31,2023-11-01,24.8,48,Yes,Resolved,Priya Nair,Email,
TKT-03815,CLI-0151,SecureNet Suite,Feature Request,,2023-08-11,2023-08-12,25.8,24,No,Resolved,Arjun Mishra,Email,
TKT-00867,CLI-0207,AnalyticsEdge,Data Sync Error,High,2023-08-07,2023-08-07,17.0,8,No,Resolved,Karan Rao,Chat,1
TKT-03696,CLI-0277,AI Insights Module,Security Alert,,2024-07-01,,,8,No,Open,Neha Gupta,Portal,
TKT-02277,CLI-0137,DevOps Accelerator,Performance Lag,Medium,2024-01-15,2024-01-17,53.4,24,No,Resolved,Deepika Mishra,Chat,1
TKT-03755,CLI-0267,AnalyticsEdge,Onboarding Support,Low,2024-01-04,,,48,No,In Progress,Ananya Joshi,Portal,
TKT-01929,CLI-0224,SecureNet Suite,API Integration Failure,High,2023-08-03,,,8,No,Escalated,Neha Gupta,Portal,
TKT-03920,CLI-0026,SecureNet Suite,Feature Request,Low,2024-04-17,2024-04-20,90.9,48,No,Resolved,Ananya Joshi,Portal,
TKT-02851,CLI-0222,AI Insights Module,API Integration Failure,Medium,2023-07-27,2023-07-28,33.5,24,No,Resolved,Nikhil Reddy,Email,5
TKT-03087,CLI-0110,AI Insights Module,Performance Lag,Critical,2025-03-24,,,4,Yes,In Progress,Divya Reddy,Portal,
TKT-03917,CLI-0005,SecureNet Suite,Security Alert,Medium,2024-02-10,,,24,No,Escalated,Manish Nair,Phone,
TKT-00736,CLI-0272,AI Insights Module,API Integration Failure,Medium,2025-03-07,2025-03-07,7.2,24,Yes,Resolved,Pooja Iyer,Phone,5
TKT-02592,CLI-0033,AnalyticsEdge,Access Permission Issue,High,2024-06-30,2024-06-30,5.8,8,Yes,Resolved,Pooja Iyer,Portal,3
TKT-03977,CLI-0148,DevOps Accelerator,API Integration Failure,High,2024-09-12,2024-09-12,17.1,8,No,Resolved,Arjun Mishra,Portal,4
TKT-03949,CLI-0223,AI Insights Module,Billing Query,Medium,2024-11-04,,,24,No,Open,Neha Gupta,Phone,
TKT-00972,CLI-0022,AnalyticsEdge,onboarding support,Low,2023-11-30,2023-12-01,36.5,48,Yes,Resolved,Arjun Mishra,Email,3
TKT-00396,CLI-0065,SecureNet Suite,performance lag,Low,2024-07-13,,,48,No,Open,Karan Rao,Email,
TKT-01025,CLI-0181,SecureNet Suite,Data Sync Error,High,2023-12-12,2023-12-12,13.9,8,No,Resolved,Pooja Patel,Portal,5
TKT-01087,CLI-0218,DevOps Accelerator,API Integration Failure,High,2023-06-19,,,8,No,Escalated,Nikhil Reddy,Chat,
TKT-00606,CLI-0281,AI Insights Module,Performance Lag,Critical,2024-04-23,2024-04-23,5.1,4,No,Resolved,Divya Reddy,Portal,3
TKT-00961,CLI-0080,DataVault Pro,Report Inaccuracy,Low,2025-02-10,2025-02-12,69.7,48,No,Resolved,Arjun Mishra,Phone,
TKT-03992,CLI-0257,AI Insights Module,Onboarding Support,Medium,2023-06-03,2023-06-03,6.0,24,Yes,Resolved,Priya Patel,Email,5
TKT-02551,CLI-0240,CloudShift Platform,API Integration Failure,High,2024-07-01,,,8,No,Open,Nikhil Reddy,Chat,
TKT-00416,CLI-0056,SecureNet Suite,Dashboard Bug,High,2025-01-11,2025-01-11,3.1,8,Yes,Resolved,Rahul Das,Portal,3
TKT-02942,CLI-0127,DataVault Pro,Security Alert,Medium,2024-11-30,2024-12-01,46.3,24,No,Resolved,Manish Nair,Portal,2
TKT-00613,CLI-0180,CloudShift Platform,Onboarding Support,High,2023-08-08,2023-08-08,13.2,8,No,Resolved,Neha Gupta,Email,
TKT-00056,CLI-0061,AnalyticsEdge,Security Alert,Critical,2025-01-04,2025-01-04,6.9,4,No,Resolved,Nikhil Mehta,Chat,4
TKT-01498,CLI-0223,DataVault Pro,data sync error,Medium,2023-12-15,2023-12-16,44.1,24,No,Resolved,Pooja Iyer,Phone,1
TKT-03406,CLI-0024,DataVault Pro,Security Alert,Medium,2025-01-25,25-01-2025,6.0,24,Yes,Resolved,Nikhil Mehta,Chat,5
TKT-03237,CLI-0234,AI Insights Module,Performance Lag,High,2025-02-27,2025-02-27,14.1,8,No,Resolved,Rahul Das,Phone,5
TKT-00996,CLI-0008,DevOps Accelerator,Onboarding Support,High,2024-01-29,,,8,No,Open,Kavya Iyer,Phone,
TKT-03212,CLI-0038,DataVault Pro,Dashboard Bug,High,2024-04-03,2024-04-03,6.5,8,Yes,Resolved,Divya Reddy,Email,4
TKT-02745,CLI-0041,DevOps Accelerator,Security Alert,High,2024-04-01,,,8,Yes,Escalated,Karan Rao,Chat,
TKT-01379,CLI-0278,AnalyticsEdge,Server Downtime,Medium,2024-05-17,,,24,Yes,Open,Rahul Das,Chat,
TKT-01084,CLI-0227,DevOps Accelerator,Server Downtime,Medium,2024-08-03,2024-08-04,36.2,24,No,Resolved,Arjun Mishra,Chat,4
TKT-00970,CLI-0275,AI Insights Module,Login Issue,High,2024-07-31,2024-07-31,10.1,8,No,Resolved,Arjun Mishra,Portal,4
TKT-00775,CLI-0072,SecureNet Suite,Feature Request,Medium,2024-05-25,26-05-2024,46.1,24,No,Resolved,Karan Rao,Email,4
TKT-02739,CLI-0285,DevOps Accelerator,Feature Request,Low,2025-01-05,,,48,No,Escalated,Karan Rao,Chat,
TKT-00599,CLI-0184,AnalyticsEdge,Login Issue,High,2023-12-26,,,8,No,Escalated,Siddharth Reddy,Phone,
TKT-01101,CLI-0053,AnalyticsEdge,Report Inaccuracy,High,2024-10-31,2024-10-31,15.7,8,No,Resolved,Divya Verma,Email,5
TKT-00321,CLI-0055,DevOps Accelerator,Performance Lag,Medium,2024-11-08,2024-11-10,48.4,24,No,Resolved,Rahul Das,Phone,3
TKT-03772,CLI-0140,AnalyticsEdge,Server Downtime,Low,2024-03-17,2024-03-17,2.0,48,Yes,Resolved,Kavya Iyer,Phone,4
TKT-00805,CLI-0234,AI Insights Module,Login Issue,Medium,2024-08-15,,,24,No,Escalated,Pooja Iyer,Phone,
TKT-00374,CLI-0080,AI Insights Module,Performance Lag,Low,2023-02-19,2023-02-19,6.8,48,Yes,Resolved,Priya Nair,Phone,4
TKT-02855,CLI-0077,AI Insights Module,Onboarding Support,Medium,2023-03-06,2023-03-07,31.6,24,No,Resolved,Siddharth Reddy,Email,4
TKT-03948,CLI-0117,DataVault Pro,Data Sync Error,Medium,2024-02-20,2024-02-22,53.7,24,No,Resolved,Manish Nair,Email,4
TKT-00160,CLI-0131,AI Insights Module,Server Downtime,Low,2024-02-26,,,48,No,Open,Karan Gupta,Chat,
TKT-00920,CLI-0162,CloudShift Platform,API Integration Failure,High,2023-05-26,2023-05-26,10.9,8,No,Resolved,Divya Reddy,Phone,5
TKT-02052,CLI-0114,CloudShift Platform,Security Alert,High,2023-06-02,,,8,No,Escalated,Rahul Das,Email,
TKT-01251,CLI-0205,DevOps Accelerator,Onboarding Support,Low,2023-05-24,2023-05-27,90.7,48,No,Resolved,Divya Verma,Phone,3
TKT-03746,CLI-0141,AI Insights Module,Login Issue,Medium,2023-08-01,,,24,Yes,Open,Nikhil Reddy,Portal,
TKT-00089,CLI-0249,CloudShift Platform,Onboarding Support,Medium,2023-03-05,,,24,No,In Progress,Kavya Iyer,Portal,
TKT-03713,CLI-0211,CloudShift Platform,API Integration Failure,Low,2025-01-20,2025-01-20,4.7,48,Yes,Resolved,Deepika Mishra,Portal,5
TKT-01743,CLI-0272,DataVault Pro,API Integration Failure,Low,2023-09-19,2023-09-23,114.9,48,No,Resolved,Priya Patel,Chat,3
TKT-01625,CLI-0256,DataVault Pro,Onboarding Support,Medium,2023-12-19,,,24,Yes,Open,Deepika Mishra,Chat,
TKT-03910,CLI-0050,DataVault Pro,Security Alert,Low,2023-11-15,2023-11-15,9.4,48,Yes,Resolved,Priya Patel,Portal,
TKT-02134,CLI-0268,AI Insights Module,Access Permission Issue,Critical,2025-01-03,2025-01-03,1.5,4,Yes,Resolved,Divya Reddy,Chat,2
TKT-03963,CLI-0135,DevOps Accelerator,Performance  Lag,Medium,05/26/2023,2023-05-26,14.2,24,Yes,Resolved,Karan Rao,Portal,3
TKT-00375,CLI-0107,DataVault Pro,Login Issue,High,2024-02-25,2024-02-25,15.1,8,No,Resolved,Pooja Patel,Chat,5
TKT-01252,CLI-0265,SecureNet Suite,Billing Query,Low,2023-05-15,2023-05-15,22.5,48,Yes,Resolved,Nikhil Reddy,Phone,3
TKT-03616,CLI-0141,CloudShift Platform,Billing Query,Low,2024-03-25,2024-03-27,60.7,48,No,Resolved,Divya Reddy,Phone,
TKT-02591,CLI-0202,CloudShift Platform,Server Downtime,Medium,2023-07-09,2023-07-10,46.8,24,No,Resolved,Siddharth Reddy,Chat,3
TKT-00545,CLI-0289,AnalyticsEdge,Server Downtime,High,2023-04-14,,,8,No,Open,Divya Verma,Chat,
TKT-01847,CLI-0117,DataVault Pro,Server Downtime,Medium,2023-12-08,,,24,Yes,Escalated,Priya Patel,Phone,
TKT-02713,CLI-0042,AnalyticsEdge,Login Issue,Medium,2023-09-16,2023-09-17,33.3,24,No,Resolved,Priya Patel,Chat,3
TKT-01591,CLI-0168,SecureNet Suite,Report  Inaccuracy,Medium,2024-05-27,2024-05-27,20.4,24,Yes,Resolved,Karan Rao,Email,5
TKT-01900,CLI-0008,DataVault Pro,API Integration Failure,Low,2024-02-21,,,48,No,In Progress,Priya Nair,Portal,
TKT-01227,CLI-0182,AI Insights Module,api integration failure,Medium,2023-07-17,,,24,No,In Progress,Arjun Mishra,Chat,
TKT-03598,CLI-0213,AnalyticsEdge,API Integration Failure,Medium,2024-04-30,,,24,No,In Progress,Pooja Iyer,Email,
TKT-01822,CLI-0007,CloudShift Platform,Performance Lag,Low,2024-01-20,2024-01-24,112.7,48,No,Resolved,Manish Nair,Portal,5
TKT-02999,CLI-0208,SecureNet Suite,Performance Lag,Medium,2024-09-16,2024-09-16,7.1,24,Yes,Resolved,Karan Gupta,Phone,2
TKT-03001,CLI-0025,AI Insights Module,Billing Query,Low,2024-08-29,,,48,No,In Progress,Rahul Das,Email,
TKT-00194,CLI-0088,CloudShift Platform,Dashboard Bug,Medium,2023-01-05,,,24,No,Escalated,Pooja Gupta,Portal,
TKT-02375,CLI-0293,AnalyticsEdge,Login Issue,Medium,2024-08-19,2024-08-19,18.9,24,Yes,Resolved,Kavya Iyer,Chat,2
TKT-01782,CLI-0282,AI Insights Module,Server Downtime,Medium,2024-09-06,2024-09-08,55.8,24,No,Resolved,Karan Gupta,Chat,4
TKT-01318,CLI-0003,DataVault Pro,Dashboard Bug,Critical,2023-11-23,2023-11-23,3.2,4,Yes,Resolved,Siddharth Reddy,Chat,3
TKT-03232,CLI-0080,DevOps Accelerator,Performance Lag,Medium,2024-09-13,2024-09-13,12.7,24,Yes,Resolved,Kavya Iyer,Phone,4
TKT-00129,CLI-0207,SecureNet Suite,Billing Query,Low,2024-09-28,,,48,Yes,In Progress,Pooja Iyer,Chat,
TKT-00768,CLI-0034,DataVault Pro,Data Sync Error,Low,2023-05-04,2023-05-04,15.8,48,Yes,Resolved,Siddharth Reddy,Phone,
TKT-00261,CLI-0258,SecureNet Suite,Report Inaccuracy,High,2024-03-01,,,8,No,In Progress,Ananya Joshi,Chat,
TKT-01613,CLI-0030,AnalyticsEdge,Server Downtime,Low,2023-03-30,2023-03-31,42.0,48,Yes,Resolved,Divya Verma,Email,5
TKT-00661,CLI-0084,AI Insights Module,Onboarding Support,Critical,2024-11-11,2024-11-11,7.3,4,No,Resolved,Rahul Das,Chat,3
TKT-03611,CLI-0097,CloudShift Platform,Server Downtime,Low,2024-09-16,2024-09-20,115.0,48,No,Resolved,Priya Patel,Email,
TKT-03997,CLI-0265,CloudShift Platform,Data Sync Error,Medium,01/17/2025,2025-01-17,1.3,24,Yes,Resolved,Deepika Mishra,Phone,4
TKT-02728,CLI-0185,DataVault Pro,Report Inaccuracy,Medium,2023-04-13,2023-04-13,0.7,24,Yes,Resolved,Arjun Mishra,Portal,3
TKT-02900,CLI-0286,CloudShift Platform,Billing Query,Critical,2024-05-19,,,4,No,Open,Kavya Iyer,Phone,
TKT-00675,CLI-0255,AnalyticsEdge,API Integration Failure,Critical,2023-07-29,29-07-2023,1.9,4,Yes,Resolved,Ananya Joshi,Chat,4
TKT-00869,CLI-0098,AI Insights Module,Feature Request,Low,2024-10-16,19-10-2024,78.4,48,No,Resolved,Kavya Iyer,Portal,2
TKT-01325,CLI-0050,CloudShift Platform,Report Inaccuracy,Low,2023-10-29,,,48,No,In Progress,Divya Verma,Chat,
TKT-03206,CLI-0277,AI Insights Module,billing query,Critical,2024-09-26,2024-09-26,8.6,4,No,Resolved,Pooja Gupta,Chat,3
TKT-01980,CLI-0056,DataVault Pro,Billing Query,Low,2023-09-12,2023-09-13,41.6,48,Yes,Resolved,Nikhil Reddy,Portal,5
TKT-00666,CLI-0190,AnalyticsEdge,Security Alert,Medium,2025-03-17,,,24,No,In Progress,Divya Verma,Phone,
TKT-03788,CLI-0163,CloudShift Platform,Billing Query,High,2023-11-25,,,8,No,Escalated,Karan Rao,Phone,
TKT-03929,CLI-0251,SecureNet Suite,Report Inaccuracy,Low,2023-04-12,,,48,Yes,In Progress,Kavya Iyer,Phone,
TKT-02727,CLI-0043,CloudShift Platform,Report Inaccuracy,Low,01/16/2025,2025-01-20,109.2,48,No,Resolved,Neha Gupta,Portal,4
TKT-02943,CLI-0166,CloudShift Platform,Billing Query,Medium,2024-06-04,2024-06-04,3.7,24,Yes,Resolved,Siddharth Reddy,Chat,3
TKT-02284,CLI-0004,AI Insights Module,Feature Request,Medium,2023-05-09,2023-05-11,57.6,24,No,Resolved,Siddharth Reddy,Portal,2
TKT-02638,CLI-0181,DevOps Accelerator,Server Downtime,High,2025-03-31,,,8,No,Escalated,Siddharth Reddy,Email,
TKT-03376,CLI-0002,DataVault Pro,Billing Query,High,2023-12-10,2023-12-10,4.1,8,Yes,Resolved,Arjun Mishra,Chat,3
TKT-00593,CLI-0214,SecureNet Suite,Dashboard Bug,Critical,2023-02-09,,,4,No,In Progress,Pooja Patel,Email,
TKT-01739,CLI-0100,AnalyticsEdge,Onboarding Support,Medium,2023-04-23,,,24,,Escalated,Nikhil Reddy,Phone,
TKT-03159,CLI-0097,AI Insights Module,Server Downtime,Medium,2023-05-28,29-05-2023,33.4,24,No,Resolved,,Email,4
TKT-00557,CLI-0178,DevOps Accelerator,API Integration Failure,High,2025-01-22,2025-01-22,9.5,8,No,Resolved,Deepika Mishra,Chat,1
TKT-02839,CLI-0190,DataVault Pro,Security Alert,High,2024-10-04,2024-10-04,7.0,8,Yes,Resolved,Priya Patel,Phone,
TKT-01890,CLI-0223,AnalyticsEdge,Performance Lag,Low,2024-03-03,,,48,Yes,Open,Pooja Patel,Portal,
